item_id,category,color,pattern,material,occasion_type,season_suitability,weather_condition,temperature_C,wear_count_last30days,days_since_last_worn,color_harmony_score,occasion_match_score,weather_match_score,diversity_score,utility_score,outfit_accepted
257,bottom,green,checkered,wool,wedding,both,sunny,11.0,3,5,0.77,0.85,0.53,0.8,0.71,1
258,top,brown,solid,canvas,interview,winter,windy,32.5,15,36,0.92,0.58,0.26,0,0.45,0
259,shoes,white,plain,polyester,casual,winter,rainy,43.0,5,13,0.87,0.3,0.54,0.67,0.55,0
260,bottom,grey,striped,linen,wedding,both,sunny,8.5,12,35,0.53,0.42,0.57,0.2,0.46,0
261,shoes,maroon,plain,canvas,casual,winter,rainy,10.9,3,59,0.37,0.82,0.83,0.8,0.73,1
262,bottom,blue,checkered,canvas,outdoor,winter,windy,29.4,1,11,0.49,0.32,0.69,0.93,0.57,1
263,top,blue,checkered,wool,casual,both,hot,41.8,11,1,0.54,0.83,0.45,0.27,0.55,0
264,shoes,black,striped,polyester,wedding,both,hot,36.0,10,17,0.81,0.68,0.27,0.33,0.51,0
265,bottom,green,plain,leather,casual,both,rainy,7.6,12,8,0.85,0.62,0.65,0.2,0.61,1
266,top,white,striped,cotton,party,summer,cold,33.2,8,23,0.88,0.6,0.71,0.47,0.68,0
267,top,grey,checkered,silk,interview,winter,rainy,43.4,15,37,0.69,0.48,0.87,0,0.59,1
268,shoes,black,checkered,cotton,party,summer,rainy,39.2,6,54,0.45,0.38,0.37,0.6,0.42,0
269,shoes,white,solid,silk,formal,both,rainy,29.0,0,14,0.48,0.84,0.44,1.0,0.65,1
270,shoes,beige,floral,canvas,wedding,winter,cold,13.7,9,43,0.66,0.7,0.67,0.4,0.64,0
271,shoes,red,plain,linen,wedding,both,sunny,24.3,10,17,0.75,0.89,0.41,0.33,0.61,1
272,shoes,beige,striped,polyester,interview,summer,sunny,37.2,12,42,0.52,0.31,0.22,0.2,0.3,0
273,bottom,beige,floral,canvas,party,both,sunny,28.3,6,21,0.81,0.38,0.63,0.6,0.59,1
274,shoes,red,plain,linen,formal,both,windy,12.2,3,30,0.39,0.41,0.85,0.8,0.62,1
275,top,red,solid,wool,wedding,summer,cold,21.8,10,23,0.48,0.44,0.88,0.33,0.59,1
276,shoes,maroon,plain,denim,party,summer,windy,9.8,12,33,0.51,0.24,0.88,0.2,0.51,0
277,top,red,floral,silk,formal,winter,rainy,36.2,15,21,0.74,0.34,0.71,0,0.5,1
278,bottom,grey,striped,polyester,party,summer,rainy,29.6,13,25,0.6,0.58,0.2,0.13,0.38,0
279,shoes,red,solid,leather,interview,summer,sunny,32.1,7,14,0.79,0.48,0.3,0.53,0.49,0
280,shoes,beige,striped,denim,casual,winter,cold,23.2,10,27,0.92,1.0,0.47,0.33,0.7,1
281,bottom,grey,striped,canvas,casual,summer,rainy,34.1,4,13,0.81,0.67,0.34,0.73,0.59,1
282,shoes,white,floral,linen,interview,both,sunny,28.8,1,42,0.38,0.87,0.24,0.93,0.56,0
283,bottom,blue,solid,linen,party,both,rainy,13.2,0,19,0.59,0.28,0.62,1.0,0.57,1
284,shoes,navy,floral,denim,interview,both,windy,9.7,3,50,0.37,0.36,0.36,0.8,0.43,0
285,shoes,grey,checkered,canvas,wedding,summer,sunny,26.9,6,44,0.95,0.46,0.2,0.6,0.49,0
286,top,maroon,floral,polyester,casual,both,sunny,33.9,3,57,0.48,0.38,0.99,0.8,0.68,1
287,bottom,white,solid,polyester,casual,winter,cold,37.1,10,27,0.82,0.28,0.81,0.33,0.58,0
288,top,navy,checkered,leather,party,both,cold,40.1,2,23,0.87,0.35,0.52,0.87,0.59,1
289,bottom,blue,floral,canvas,outdoor,summer,sunny,10.3,1,60,0.89,0.28,0.93,0.93,0.73,1
290,shoes,green,striped,canvas,wedding,both,sunny,39.5,4,30,0.94,0.29,0.53,0.73,0.57,0
291,bottom,red,solid,wool,outdoor,winter,windy,25.9,3,27,0.76,0.4,0.48,0.8,0.56,1
292,bottom,navy,plain,cotton,casual,both,rainy,25.2,15,54,0.65,0.33,0.8,0,0.51,0
293,bottom,beige,solid,wool,interview,both,hot,21.1,7,5,0.62,0.84,0.56,0.53,0.65,1
294,bottom,red,solid,silk,outdoor,both,sunny,9.1,13,2,0.69,0.2,0.27,0.13,0.31,0
295,shoes,beige,plain,wool,outdoor,both,hot,43.0,11,52,0.34,0.38,0.56,0.27,0.42,0
296,shoes,maroon,floral,leather,outdoor,winter,sunny,8.9,7,0,0.54,0.86,0.97,0.53,0.78,1
297,shoes,red,solid,cotton,formal,winter,rainy,37.9,13,6,0.48,0.36,0.3,0.13,0.33,0
298,top,green,striped,leather,casual,winter,sunny,42.1,3,49,0.92,0.57,0.67,0.8,0.71,1
299,bottom,white,plain,cotton,interview,winter,windy,24.3,5,44,0.7,0.78,0.3,0.67,0.58,1
300,shoes,maroon,checkered,canvas,party,both,rainy,15.9,10,18,0.62,0.31,0.53,0.33,0.45,0
301,shoes,brown,checkered,leather,outdoor,both,windy,30.3,6,13,0.74,0.43,0.48,0.6,0.53,0
302,shoes,navy,plain,leather,outdoor,summer,cold,27.5,13,43,0.82,0.87,0.43,0.13,0.59,1
303,top,brown,solid,cotton,party,summer,sunny,31.8,6,17,0.83,0.33,0.43,0.6,0.51,0
304,top,beige,striped,cotton,wedding,winter,sunny,29.6,7,47,0.75,0.51,0.61,0.53,0.6,1
305,shoes,beige,solid,canvas,party,winter,cold,43.6,1,0,0.82,0.36,0.9,0.93,0.73,1
306,bottom,grey,checkered,wool,outdoor,summer,cold,23.0,2,11,0.97,0.79,0.3,0.87,0.67,0
307,bottom,brown,checkered,polyester,formal,both,cold,5.2,14,45,0.96,0.23,0.94,0.07,0.6,1
308,shoes,maroon,checkered,silk,interview,both,cold,7.9,10,33,0.45,0.35,0.25,0.33,0.33,0
309,bottom,brown,plain,canvas,casual,winter,rainy,40.3,10,21,0.55,0.37,0.8,0.33,0.55,0
310,shoes,white,solid,leather,party,summer,windy,41.7,7,2,0.78,0.46,0.93,0.53,0.7,1
311,bottom,beige,plain,linen,casual,both,cold,25.6,14,31,0.33,0.92,0.35,0.07,0.48,0
312,top,navy,plain,cotton,outdoor,summer,rainy,31.8,6,55,0.78,0.87,0.36,0.6,0.63,1
313,shoes,blue,solid,polyester,casual,winter,cold,6.5,2,3,0.42,0.4,0.26,0.87,0.43,0
314,bottom,blue,floral,silk,outdoor,winter,hot,17.7,12,43,0.38,0.2,0.78,0.2,0.44,1
315,shoes,maroon,solid,denim,wedding,both,sunny,16.6,9,38,0.36,0.81,0.55,0.4,0.57,1
316,shoes,white,floral,polyester,interview,summer,rainy,34.9,9,40,0.4,0.74,0.93,0.4,0.69,1
317,shoes,red,solid,polyester,casual,summer,sunny,27.9,12,34,0.68,0.27,0.37,0.2,0.38,0
318,shoes,red,striped,canvas,outdoor,both,rainy,11.4,7,39,0.88,0.36,0.35,0.53,0.49,0
319,top,brown,floral,denim,wedding,both,sunny,15.0,6,46,0.71,0.96,0.49,0.6,0.69,1
320,top,black,checkered,denim,formal,winter,hot,23.0,9,44,0.71,0.65,0.49,0.4,0.57,1
321,bottom,navy,solid,leather,formal,summer,hot,16.1,11,8,0.78,0.47,0.58,0.27,0.54,0
322,bottom,green,plain,denim,formal,both,windy,8.3,8,54,0.88,0.91,0.36,0.47,0.65,1
323,shoes,black,solid,cotton,interview,both,sunny,37.5,12,49,0.71,0.93,0.64,0.2,0.68,1
324,shoes,green,striped,leather,party,summer,windy,34.3,9,8,0.63,0.61,0.52,0.4,0.55,0
325,shoes,grey,plain,polyester,interview,summer,hot,11.4,4,47,0.81,0.95,0.23,0.73,0.64,1
326,top,black,checkered,leather,formal,summer,rainy,25.7,11,24,0.63,0.56,0.24,0.27,0.42,0
327,bottom,black,plain,linen,outdoor,winter,windy,26.8,5,24,0.76,0.49,0.72,0.67,0.65,1
328,shoes,beige,floral,wool,interview,winter,cold,37.7,11,31,0.85,0.91,0.21,0.27,0.56,1
329,bottom,navy,striped,denim,interview,both,cold,13.5,5,10,0.55,0.77,0.29,0.67,0.54,0
330,bottom,black,floral,silk,party,summer,windy,11.4,13,1,0.47,0.3,0.67,0.13,0.44,0
331,shoes,white,plain,polyester,casual,summer,cold,41.9,12,38,0.98,0.71,0.9,0.2,0.75,1
332,bottom,black,striped,silk,interview,winter,hot,11.8,13,38,0.4,0.67,0.81,0.13,0.58,1
333,shoes,beige,striped,leather,party,both,windy,7.8,12,24,0.39,0.21,0.62,0.2,0.39,0
334,shoes,blue,striped,denim,formal,winter,windy,29.0,3,5,0.64,0.3,0.68,0.8,0.58,1
335,shoes,blue,plain,canvas,wedding,summer,windy,22.2,15,50,0.84,0.48,0.84,0,0.61,1
336,shoes,maroon,solid,canvas,formal,winter,hot,35.6,2,18,0.72,0.63,0.41,0.87,0.61,0
337,shoes,white,plain,denim,interview,summer,hot,31.2,10,26,0.55,0.32,0.72,0.33,0.51,0
338,shoes,blue,plain,leather,interview,winter,hot,35.2,13,35,0.85,0.59,0.5,0.13,0.54,0
339,bottom,beige,plain,leather,outdoor,winter,rainy,39.2,3,47,0.46,0.83,0.96,0.8,0.8,0
340,shoes,blue,checkered,cotton,formal,winter,sunny,37.2,4,30,0.95,0.55,0.25,0.73,0.55,0
341,top,maroon,solid,canvas,party,both,windy,16.5,1,60,0.84,0.34,0.6,0.93,0.62,0
342,shoes,brown,checkered,wool,casual,both,windy,25.6,7,39,0.42,0.23,0.39,0.53,0.37,1
343,top,black,checkered,canvas,wedding,both,hot,21.2,6,33,0.31,0.76,0.94,0.6,0.71,1
344,shoes,brown,plain,leather,wedding,winter,rainy,29.3,6,29,0.95,0.66,0.41,0.6,0.62,1
345,top,brown,solid,linen,wedding,summer,windy,43.3,8,44,0.61,0.5,0.59,0.47,0.55,0
346,bottom,green,floral,cotton,party,summer,cold,7.7,7,43,0.79,0.84,0.53,0.53,0.68,1
347,shoes,white,checkered,wool,wedding,summer,hot,31.9,10,4,0.69,0.34,0.45,0.33,0.45,0
348,shoes,beige,striped,wool,party,both,rainy,14.4,7,55,0.49,0.38,0.87,0.53,0.6,1
349,bottom,navy,solid,denim,casual,both,hot,29.6,1,54,0.64,0.7,0.59,0.93,0.68,1
350,shoes,beige,floral,polyester,interview,winter,hot,13.9,4,3,0.67,0.54,0.95,0.73,0.74,0
351,bottom,blue,striped,silk,casual,both,windy,23.4,0,0,0.77,0.5,0.28,1.0,0.55,0
352,bottom,navy,plain,linen,formal,winter,hot,43.3,10,23,0.43,0.54,0.54,0.33,0.49,0
353,bottom,blue,checkered,silk,formal,both,rainy,44.2,7,52,0.37,0.42,0.39,0.53,0.42,0
354,bottom,grey,striped,polyester,party,summer,rainy,21.9,4,57,0.89,0.61,0.78,0.73,0.74,1
355,bottom,beige,plain,cotton,party,summer,rainy,7.4,8,30,0.89,0.28,0.8,0.47,0.61,1
356,bottom,brown,plain,linen,wedding,summer,hot,9.8,6,36,0.7,0.72,0.34,0.6,0.56,1
357,bottom,red,plain,silk,outdoor,winter,sunny,20.2,9,29,0.74,0.32,0.33,0.4,0.42,0
358,bottom,blue,plain,canvas,casual,summer,rainy,18.7,10,20,0.76,0.77,0.68,0.33,0.67,1
359,bottom,red,plain,silk,party,summer,rainy,39.2,4,46,0.46,0.4,0.8,0.73,0.6,1
360,top,navy,floral,denim,casual,summer,hot,26.9,0,49,0.58,0.81,0.27,1.0,0.6,1
361,top,black,floral,linen,formal,summer,cold,22.7,4,8,0.67,0.34,0.23,0.73,0.43,0
362,bottom,green,floral,linen,interview,winter,rainy,43.8,5,37,0.72,0.7,0.71,0.67,0.7,1
363,shoes,brown,checkered,leather,party,both,rainy,37.2,14,19,0.56,0.41,0.44,0.07,0.4,1
364,top,red,checkered,silk,interview,summer,hot,42.9,15,19,0.31,0.54,0.43,0,0.37,0
365,top,brown,checkered,wool,party,both,hot,20.8,5,45,0.82,0.51,0.5,0.67,0.59,1
366,bottom,grey,plain,linen,wedding,both,windy,37.4,13,12,0.9,0.35,0.43,0.13,0.46,0
367,shoes,green,checkered,silk,formal,winter,sunny,11.1,0,11,0.98,0.43,0.3,1.0,0.58,1
368,top,grey,solid,polyester,casual,winter,rainy,18.7,9,50,0.86,1.0,0.57,0.4,0.73,1
369,bottom,black,striped,cotton,wedding,winter,sunny,26.7,5,12,0.93,0.4,0.51,0.67,0.59,0
370,shoes,grey,floral,silk,formal,both,sunny,13.0,3,33,0.77,0.37,0.51,0.8,0.56,1
371,bottom,navy,solid,denim,wedding,winter,cold,12.9,1,55,0.77,0.98,0.39,0.93,0.72,1
372,top,navy,checkered,denim,party,summer,sunny,43.8,15,44,0.72,0.5,0.27,0,0.39,0
373,top,maroon,checkered,cotton,casual,winter,rainy,33.1,3,8,0.64,0.45,0.65,0.8,0.61,1
374,bottom,green,striped,cotton,outdoor,winter,cold,34.0,8,57,0.33,0.77,0.65,0.47,0.59,1
375,bottom,grey,plain,polyester,interview,winter,cold,34.3,8,55,0.88,0.93,0.64,0.47,0.75,0
376,top,green,checkered,linen,interview,winter,hot,5.0,12,46,0.43,0.21,0.89,0.2,0.49,0
377,top,red,solid,canvas,formal,both,hot,35.6,4,39,0.5,0.53,0.46,0.73,0.53,1
378,shoes,black,solid,polyester,formal,summer,rainy,9.3,6,6,0.32,0.71,0.51,0.6,0.55,0
379,shoes,maroon,checkered,cotton,wedding,summer,windy,33.7,0,59,0.94,0.72,0.94,1.0,0.88,1
380,bottom,white,checkered,canvas,wedding,both,sunny,37.9,8,33,0.33,0.26,0.44,0.47,0.37,0
381,shoes,black,solid,wool,interview,winter,rainy,12.7,7,36,0.74,0.34,0.8,0.53,0.61,1
382,top,maroon,checkered,silk,outdoor,both,hot,40.3,5,50,0.43,0.52,0.47,0.67,0.51,0
383,shoes,green,checkered,leather,interview,winter,cold,21.5,13,52,0.81,0.69,0.65,0.13,0.62,1
384,shoes,beige,checkered,silk,party,winter,sunny,34.1,9,38,0.31,0.31,0.91,0.4,0.53,1
385,top,grey,checkered,cotton,outdoor,winter,windy,25.5,4,6,0.33,0.48,0.31,0.73,0.43,0
386,shoes,grey,striped,linen,wedding,summer,windy,21.0,6,46,0.35,0.46,0.59,0.6,0.5,0
387,shoes,maroon,solid,linen,casual,both,windy,20.3,1,58,0.84,0.48,0.85,0.93,0.75,1
388,top,grey,plain,cotton,outdoor,both,hot,7.2,1,20,0.68,0.32,0.6,0.93,0.58,1
389,top,blue,floral,denim,formal,winter,cold,36.5,4,8,0.54,0.58,0.8,0.73,0.67,1
390,bottom,black,floral,canvas,outdoor,summer,rainy,24.2,6,31,0.58,0.66,0.65,0.6,0.63,1
391,shoes,grey,striped,denim,wedding,winter,cold,32.4,2,7,0.77,0.54,0.48,0.87,0.61,1
392,shoes,white,checkered,polyester,wedding,both,hot,29.9,14,2,0.95,0.39,0.75,0.07,0.58,1
393,shoes,black,solid,cotton,formal,both,rainy,39.8,9,0,0.54,0.84,0.44,0.4,0.57,1
394,bottom,grey,plain,wool,formal,both,windy,35.0,15,39,0.81,0.31,0.76,0,0.52,1
395,shoes,brown,solid,linen,formal,summer,cold,13.0,8,3,0.63,0.96,0.25,0.47,0.57,1
396,shoes,red,solid,cotton,wedding,both,hot,14.2,12,32,0.98,0.28,0.45,0.2,0.47,0
397,shoes,black,striped,wool,interview,winter,windy,42.1,0,2,0.47,0.62,0.47,1.0,0.59,1
398,top,white,checkered,leather,wedding,both,cold,14.4,8,51,0.34,0.41,0.51,0.47,0.44,0
399,top,brown,checkered,wool,formal,winter,hot,31.3,2,46,0.57,0.97,0.69,0.87,0.78,1
400,top,blue,striped,polyester,party,winter,windy,18.2,4,13,0.76,0.66,0.75,0.73,0.72,1
401,top,beige,plain,polyester,party,summer,windy,41.7,10,4,0.69,0.96,0.29,0.33,0.58,1
402,top,white,checkered,canvas,party,winter,hot,34.8,8,9,0.85,0.29,0.35,0.47,0.45,0
403,shoes,maroon,checkered,wool,interview,summer,rainy,32.5,11,5,0.78,0.58,0.6,0.27,0.58,1
404,shoes,red,striped,canvas,party,winter,rainy,11.6,7,2,0.59,0.98,0.94,0.53,0.82,1
405,top,grey,striped,denim,formal,winter,windy,24.6,10,55,0.62,0.4,0.52,0.33,0.48,1
406,shoes,blue,checkered,canvas,interview,both,windy,28.8,1,33,0.38,0.57,0.9,0.93,0.7,1
407,top,brown,plain,canvas,outdoor,summer,windy,20.5,1,12,0.5,0.52,0.44,0.93,0.55,0
408,bottom,navy,floral,linen,interview,summer,windy,41.1,14,53,0.75,0.27,0.6,0.07,0.45,0
409,shoes,brown,striped,canvas,party,winter,hot,6.0,14,37,0.93,0.92,0.91,0.07,0.79,0
410,bottom,navy,solid,denim,casual,both,hot,30.4,2,33,0.8,0.78,0.98,0.87,0.87,1
411,top,blue,plain,canvas,casual,summer,cold,27.6,4,10,0.91,0.34,0.77,0.73,0.66,1
412,bottom,green,checkered,polyester,casual,summer,rainy,5.1,8,0,0.62,0.88,0.63,0.47,0.68,0
413,bottom,grey,striped,silk,party,winter,hot,8.2,0,15,0.92,0.42,0.7,1.0,0.71,1
414,top,white,striped,polyester,casual,both,cold,6.5,1,42,0.7,0.68,0.46,0.93,0.64,0
415,top,blue,striped,polyester,outdoor,winter,windy,31.4,5,29,0.82,0.49,0.23,0.67,0.49,0
416,bottom,red,floral,denim,party,both,sunny,16.7,4,7,0.79,0.42,0.62,0.73,0.61,1
417,shoes,grey,plain,cotton,casual,both,windy,44.5,15,46,0.78,0.95,0.99,0,0.79,1
418,shoes,red,checkered,leather,formal,both,windy,24.9,15,31,0.87,0.91,0.39,0,0.58,1
419,top,white,solid,cotton,party,both,sunny,34.5,6,51,0.73,0.53,0.24,0.6,0.48,0
420,shoes,grey,solid,wool,outdoor,winter,cold,36.6,9,19,0.65,0.46,0.2,0.4,0.4,0
421,bottom,blue,plain,cotton,formal,summer,cold,38.4,15,58,0.63,0.23,0.31,0,0.3,0
422,bottom,brown,checkered,silk,party,both,sunny,38.4,9,36,0.81,0.45,0.63,0.4,0.58,1
423,shoes,red,checkered,denim,formal,winter,sunny,18.6,12,40,0.67,0.33,0.68,0.2,0.5,0
424,top,beige,checkered,cotton,wedding,winter,sunny,24.9,7,23,0.62,0.96,0.37,0.53,0.62,1
425,top,red,solid,wool,casual,winter,windy,6.0,15,57,0.65,0.35,0.94,0,0.56,1
426,shoes,beige,checkered,polyester,casual,both,rainy,13.2,1,29,0.57,0.89,0.29,0.93,0.62,1
427,top,maroon,solid,leather,party,summer,sunny,25.8,9,1,0.7,0.45,0.91,0.4,0.65,1
428,top,beige,checkered,leather,party,both,sunny,15.9,5,17,0.38,0.97,0.65,0.67,0.7,0
429,shoes,red,plain,leather,wedding,summer,cold,28.0,5,4,0.52,0.91,0.63,0.67,0.7,0
430,top,green,solid,denim,party,summer,sunny,22.1,5,45,0.72,0.67,0.87,0.67,0.75,1
431,shoes,red,checkered,leather,formal,both,windy,8.1,14,36,0.39,0.85,0.94,0.07,0.67,1
432,bottom,beige,floral,silk,formal,summer,rainy,39.4,8,58,0.55,0.35,0.93,0.47,0.61,1
433,bottom,green,floral,cotton,casual,winter,sunny,19.1,14,54,0.42,0.81,0.68,0.07,0.58,0
434,top,blue,solid,leather,interview,both,sunny,36.7,14,25,0.71,0.39,0.39,0.07,0.41,0
435,bottom,blue,solid,leather,formal,both,windy,22.2,13,36,0.85,0.64,0.39,0.13,0.52,0
436,top,maroon,floral,denim,interview,both,hot,18.0,3,52,0.61,0.45,0.52,0.8,0.56,1
437,shoes,maroon,floral,leather,party,both,sunny,8.6,4,56,0.71,0.8,0.85,0.73,0.79,1
438,shoes,navy,floral,linen,party,both,windy,22.9,6,43,0.91,0.44,0.84,0.6,0.7,1
439,bottom,red,solid,cotton,interview,both,hot,38.9,9,3,0.56,0.64,0.24,0.4,0.45,0
440,bottom,black,checkered,cotton,formal,winter,windy,20.8,10,45,0.57,0.51,0.64,0.33,0.54,0
441,bottom,navy,striped,canvas,wedding,winter,rainy,16.5,4,8,0.31,0.72,0.32,0.73,0.5,0
442,shoes,blue,striped,denim,formal,both,hot,39.4,13,39,0.43,0.61,0.64,0.13,0.51,0
443,bottom,grey,striped,canvas,interview,summer,windy,24.9,7,45,0.65,0.53,0.64,0.53,0.59,1
444,top,maroon,floral,leather,casual,both,hot,43.5,2,9,0.81,0.62,0.89,0.87,0.79,1
445,bottom,green,plain,denim,interview,both,sunny,14.8,2,43,0.74,0.84,0.45,0.87,0.69,0
446,bottom,brown,solid,silk,party,both,hot,28.0,10,26,0.55,0.98,0.44,0.33,0.61,1
447,shoes,maroon,checkered,linen,casual,both,hot,28.1,1,42,0.99,0.85,0.7,0.93,0.84,1
448,top,navy,plain,denim,wedding,winter,rainy,29.6,8,54,0.48,0.79,0.68,0.47,0.64,1
449,shoes,navy,floral,leather,formal,winter,rainy,24.4,1,21,0.99,0.97,0.68,0.93,0.87,1
450,bottom,blue,floral,wool,outdoor,winter,rainy,13.4,11,3,0.75,0.8,0.29,0.27,0.53,0
451,bottom,green,checkered,silk,outdoor,both,rainy,20.2,12,30,0.48,0.62,0.55,0.2,0.5,0
452,bottom,blue,checkered,cotton,casual,both,cold,43.2,13,39,0.94,0.89,0.47,0.13,0.64,1
453,top,beige,plain,canvas,party,both,rainy,34.4,6,33,0.54,0.75,0.34,0.6,0.54,0
454,shoes,white,solid,cotton,party,summer,windy,9.2,14,22,0.45,0.43,0.35,0.07,0.35,1
455,top,white,plain,wool,interview,both,sunny,33.3,3,5,0.9,0.3,0.73,0.8,0.65,1
456,shoes,navy,solid,polyester,wedding,winter,hot,31.4,2,40,0.62,1.0,0.82,0.87,0.84,1
457,shoes,red,checkered,polyester,casual,winter,sunny,20.3,10,3,0.48,0.85,0.34,0.33,0.52,1
458,top,maroon,floral,polyester,outdoor,winter,sunny,10.8,13,13,0.73,0.28,0.55,0.13,0.44,0
459,top,black,solid,linen,party,summer,hot,11.0,0,59,0.33,0.51,0.32,1.0,0.48,0
460,bottom,maroon,solid,silk,party,winter,hot,38.8,2,34,0.46,0.51,0.75,0.87,0.64,1
461,top,maroon,plain,leather,wedding,both,cold,21.0,2,23,0.67,0.97,0.26,0.87,0.65,1
462,bottom,grey,striped,cotton,party,both,rainy,17.0,12,57,0.37,0.75,0.59,0.2,0.54,0
463,bottom,grey,striped,cotton,formal,summer,windy,14.5,12,4,0.85,0.71,0.6,0.2,0.62,1
464,bottom,white,solid,leather,casual,winter,sunny,21.2,6,51,0.76,0.62,0.95,0.6,0.76,1
465,shoes,navy,plain,wool,casual,summer,rainy,24.6,0,30,0.94,0.69,0.39,1.0,0.68,1
466,top,navy,solid,linen,casual,winter,windy,11.8,2,52,0.87,0.29,0.68,0.87,0.63,1
467,top,grey,floral,leather,outdoor,both,hot,18.0,4,20,0.89,0.83,0.81,0.73,0.82,1
468,bottom,black,solid,linen,formal,winter,rainy,32.9,5,28,0.47,0.67,0.31,0.67,0.5,0
469,shoes,maroon,floral,polyester,casual,winter,sunny,5.3,5,59,0.36,0.72,0.91,0.67,0.71,1
470,bottom,navy,striped,polyester,outdoor,winter,windy,23.0,7,60,0.42,0.75,0.68,0.53,0.63,1
471,shoes,black,checkered,leather,party,summer,windy,14.4,3,33,0.98,0.7,0.89,0.8,0.84,1
472,shoes,grey,floral,wool,wedding,summer,rainy,9.5,4,43,0.89,0.93,0.6,0.73,0.78,1
473,top,white,checkered,linen,formal,winter,cold,18.4,14,2,0.37,0.24,0.63,0.07,0.38,0
474,top,green,plain,denim,casual,summer,hot,28.7,10,26,0.44,0.74,0.46,0.33,0.52,0
475,bottom,grey,solid,wool,outdoor,winter,rainy,20.0,7,4,0.63,0.59,0.91,0.53,0.7,0
476,shoes,green,striped,canvas,wedding,summer,hot,33.8,11,17,0.44,0.3,0.75,0.27,0.48,1
477,top,black,floral,silk,party,summer,cold,13.8,9,38,0.41,0.84,0.96,0.4,0.73,1
478,shoes,brown,striped,denim,party,both,hot,39.5,6,37,0.63,0.57,0.21,0.6,0.46,0
479,top,grey,checkered,canvas,interview,summer,windy,42.9,0,26,0.99,0.23,0.58,1.0,0.62,1
480,top,blue,plain,canvas,party,both,sunny,23.1,7,5,0.69,0.21,0.79,0.53,0.56,1
481,top,red,checkered,wool,outdoor,summer,sunny,24.2,9,10,0.79,0.89,0.8,0.4,0.76,0
482,bottom,green,striped,canvas,formal,winter,hot,33.2,0,55,0.74,0.51,0.75,1.0,0.71,1
483,bottom,blue,checkered,wool,outdoor,summer,windy,40.2,1,32,0.96,0.74,0.91,0.93,0.87,0
484,bottom,green,plain,cotton,wedding,winter,rainy,30.9,2,35,0.8,0.36,0.99,0.87,0.75,1
485,top,green,plain,wool,outdoor,summer,cold,19.1,8,32,0.78,0.42,0.25,0.47,0.44,0
486,bottom,brown,plain,denim,party,both,windy,32.1,9,28,0.73,0.84,0.96,0.4,0.79,1
487,top,grey,floral,denim,casual,winter,rainy,16.5,2,6,0.42,0.29,0.32,0.87,0.41,0
488,top,brown,solid,linen,party,both,windy,42.3,15,22,0.59,0.79,0.22,0,0.43,0
489,top,grey,plain,leather,party,both,cold,31.2,10,31,0.72,0.76,0.87,0.33,0.73,1
490,bottom,maroon,striped,linen,formal,winter,rainy,24.4,9,49,0.89,0.32,0.43,0.4,0.48,0
491,shoes,navy,plain,linen,formal,summer,rainy,11.5,3,2,1.0,0.66,0.55,0.8,0.71,1
492,top,brown,solid,leather,wedding,summer,cold,22.9,5,34,0.51,0.94,0.52,0.67,0.67,1
493,top,green,checkered,polyester,casual,both,windy,44.0,10,41,0.79,0.58,0.43,0.33,0.53,0
494,shoes,navy,plain,silk,wedding,both,sunny,34.3,1,8,0.77,0.29,0.22,0.93,0.46,0
495,top,green,checkered,denim,wedding,summer,windy,30.7,7,50,0.95,0.42,0.22,0.53,0.47,0
496,bottom,black,plain,canvas,formal,winter,cold,29.1,1,58,0.77,0.52,0.77,0.93,0.72,1
497,bottom,red,solid,linen,wedding,winter,cold,44.1,2,13,0.81,0.56,0.99,0.87,0.81,1
498,bottom,navy,floral,canvas,formal,both,windy,8.4,6,19,0.63,0.89,0.99,0.6,0.83,0
499,shoes,blue,solid,cotton,party,both,cold,21.6,14,45,0.7,0.93,0.36,0.07,0.56,1
500,bottom,brown,floral,cotton,wedding,both,cold,24.8,14,14,0.32,0.2,0.41,0.07,0.28,0
